epoch,train_loss,train_reg_loss,train_rank_loss,train_net_loss,train_soft_gross,train_soft_turnover,train_soft_downside,train_soft_net,train_soft_concentration,train_alpha_eff,train_lambda_eff,train_turnover_penalty,train_downside_penalty_weighted,valid_mse,valid_IC,valid_RIC,valid_ICIR,valid_RICIR,valid_prec_10,valid_softmax_net_sharpe,valid_softmax_avg_turnover,valid_softmax_mdd,valid_top5_net_sharpe,valid_top5_avg_turnover,valid_top5_mdd
1,8249.225060470666,8248.454647810495,2.8993384697693676,0.4805408749619828,0.5118202575121427,1.3771774901588834,0.010790438911487113,0.509081569441161,0.9896224439582404,0.5559489530675551,0.3587130714865292,0.790407576227494,0.0023434721770523026,453.22608872608873,0.003929950146294962,0.00798373736831876,0.04683399116238485,0.06899768292358041,0.498015873015873,3.3160133748304452,1.4721697439002606,-0.9308421576259924,6.4970182750384105,1.2293650793650794,-0.7899552921665699
2,922.7117676072261,921.6924059203442,3.032225746521726,0.7161409221096512,0.2593029857483286,1.2812406667166794,0.009814540252731721,0.2592186721702703,0.9753595929866766,0.11605772130629595,0.001034976454342113,0.1490870728876824,9.772106465331184e-06,243.68511735178402,0.004725207643489436,0.055543273564885275,0.06706630818616047,0.4998476015199312,0.5170634920634921,2.064958864939984,0.8973456911669455,-0.8086718602184192,6.806210438717325,0.8976190476190478,-0.5654507296169555
3,225.70737222853828,224.90985517782323,0.8606112038305797,0.7114575464059325,0.23843811541111556,1.396036327313976,0.009260427125670557,0.23836156279922596,0.9498191105420976,0.10400525261374081,0.0004573204938103171,0.1453890474256089,3.85822515742876e-06,211.67850359517027,0.009550996504279865,0.05350987561609049,0.15005138529922415,0.488858702884376,0.5087301587301587,1.8396721824671747,0.24161067925787807,-0.6198995163010345,8.065220639839168,0.6738095238095239,-0.29094579206433047
4,203.43874136235783,202.55888317016993,2.0874941648833234,0.6711083010606029,0.2535888057194562,1.399483191416678,0.013430678223917468,0.2535163349469186,0.9246246370651267,0.10113776711856617,0.0001249178367502549,0.14155490045129895,1.6942279150206127e-06,66.56497591914258,0.01829448064275996,0.0654554272062184,0.22770884529690621,0.567821758244375,0.5186507936507936,1.6605052020018185,0.7203928627255377,-0.7457935206094216,6.893831420003476,0.9023809523809525,-0.35474942102978635
5,123.55492526397985,123.03081495884587,0.8182151409537148,0.4422890924355563,0.47171488228644926,1.384601531562172,0.010884947167879628,0.4716448833705244,0.913933975578231,0.10056538301355698,3.512308878057143e-05,0.1392431769413468,3.7929558368117456e-07,42.567205942205945,0.021762895589467462,0.04454466640189881,0.2244707041138684,0.3830353671638001,0.5091269841269841,3.5827849554475018,1.4219321311770334,-0.7814416194681264,7.1636623030089615,1.2865079365079364,-0.3737704168929049
6,89.05862529751133,88.6428832679987,0.29962738652384896,0.3857793207061203,0.5247632119009026,1.3161628458616712,0.00928645618920312,0.5246967884235079,0.9104761073968428,0.1005319034352022,2.8887040474835563e-05,0.1323104465279701,2.686062244697834e-07,43.01587725546059,0.00470186041603356,0.024585458652649026,0.05379902326040191,0.21199376015634616,0.5130952380952382,3.501057173797977,1.2241143177272158,-0.648458683780583,6.091560307475965,1.31984126984127,-0.4637040659104007
7,51.463461735231036,50.96228054498925,0.45375642268233657,0.455805247211281,0.46222601555609893,1.4185189210264013,0.009899315717784915,0.4621545503823259,0.9179597967797343,0.10044744154986213,2.3010548423318302e-05,0.14248659177080053,2.2361607704397914e-07,20.95107091982092,0.01723120816520426,0.05574676393784744,0.19729788133078072,0.4677404084866552,0.5198412698412699,3.1901891852096993,1.2886643844634769,-0.704908700737809,7.309905930713617,1.1134920634920635,-0.34557653479670636
8,62.060353725272066,61.82405626931611,0.25187203939593233,0.21111032763660392,0.6950304076784164,1.3068209900877648,0.010144764809624932,0.6949646682433156,0.9060749957666677,0.10033452651079963,1.7059199950274298e-05,0.13112082427381963,1.806965022738349e-07,44.6982091982092,0.01805521901140132,0.06358861946131299,0.2294745409887439,0.5583682460694734,0.5154761904761905,3.9443571899961913,1.1583757856249717,-0.7585397146417142,6.638451461423523,0.9373015873015873,-0.5950283666603252
9,64.18188198427944,64.13111972326742,0.2074091326116639,0.030021623409736683,0.888622745109199,1.3448628124641242,0.007089831534632104,0.8885552389479348,0.9185768628492952,0.10029117359834559,1.0851200889138615e-05,0.13487447797695712,7.288975756871622e-08,45.6196454008954,0.012479921976250039,0.05526120617873529,0.20197245470958922,0.47236092514354033,0.5202380952380952,3.2406111897829586,0.9741219478396345,-0.6062013217910222,6.640735202446278,0.854761904761905,-0.6548580235574566
10,43.62788125539527,42.97430624620003,0.22453717941774384,0.6311211217687849,0.2736545418357795,1.3610559291840787,0.010692401767842478,0.27358620591055804,0.9047073267838535,0.1002415376551011,1.015943639418658e-05,0.13643598145602912,1.1988484900267607e-07,18.158176892551893,0.023503297020402086,0.053959507468534645,0.2254264647400726,0.47170518378628634,0.5111111111111112,2.2606656043620723,0.5163840189262906,-0.9196371436139422,7.720786710917007,0.5420634920634921,-0.45279020280804005
11,49.84617504889474,49.46130829129149,0.4226287681390257,0.34260404257870775,0.5427239637273467,1.3418866491465575,0.0093710589879824,0.5426566857610199,0.8852607280454214,0.10017736098345588,7.379931562087115e-06,0.1344247056810274,6.653450628800442e-08,28.55579297245964,0.005360231465816751,0.014788857787449329,0.08432751222583477,0.1301101364199308,0.5099206349206349,0.7883986682739336,0.32292226440310046,-0.8015747718739539,5.51331743894994,1.069047619047619,-0.6171124393225312
12,46.752571663435766,46.08589984524776,0.4593907503822051,0.6207326828556903,0.28881544316716096,1.2787469076106621,0.011394203183386811,0.2887513389938854,0.9094840215519071,0.1001643461339614,5.392116658827838e-06,0.12808341778418766,6.250718852842909e-08,17.005898326210826,0.01641589483213098,0.0551829643015083,0.2330929589690214,0.49020207163996876,0.5170634920634921,1.354781866533507,0.1979351531570836,-0.6653078672444434,6.682717905985237,0.5357142857142857,-0.4142221223886333
13,29.512126715043014,28.64596522082301,0.5916853522922954,0.8069929066086736,0.08774739243662158,1.4070642158003561,0.01123937152867327,0.08767687307273087,0.8946697805761633,0.10016120461856617,4.7760851242963e-06,0.14093328106651942,5.320817938628379e-08,10.30892708757292,0.04469595291260271,0.05084781651370468,0.3770821309845292,0.40765788138311976,0.5198412698412699,3.405669547937456,1.0642508809753184,-0.71272474246394,2.3480818201651874,0.43888888888888894,-0.4426983038290433
14,29.605675337069176,28.925425167031147,0.4594088225488496,0.6343092373243587,0.2638225641484548,1.243587348099435,0.008597465645919268,0.26376025291134736,0.8980694904266034,0.10015222886029412,3.983518656562356e-06,0.12454805011631066,3.720633311404364e-08,22.90410052910053,0.006502237402894571,0.03392921174874605,0.09266896020136992,0.30454509795365337,0.4932539682539683,4.106592641364251,1.4402465892111576,-0.8921435365668017,6.096542499624906,1.35,-0.5374714699435059
15,25.425233709461548,24.597875583916903,0.4920161727377597,0.7781565688043723,0.09137095918920855,1.3146643128045727,0.009619851767376541,0.09130510213771316,0.8694616724216544,0.10013822667738971,3.2921047771678252e-06,0.13164940541350093,3.311077861941271e-08,30.085147876814542,-0.0034740875880965704,-0.00484177743653897,-0.06225678565756949,-0.04162913656830221,0.48769841269841274,0.6201610784658562,0.18503086690888454,-0.7014242690000236,4.825005503295116,0.7246031746031746,-0.46078397517545056
16,22.8494108329801,22.17873653212891,0.7228338046944426,0.5983910003622227,0.2730355972890887,1.34468451308857,0.007334681646833265,0.2729682614965624,0.8713592622922186,0.10012090346392463,2.60770320892334e-06,0.13463160391700832,1.9828743842369276e-08,9.260242843576178,0.05224478474100269,0.04780682218546747,0.439400474070627,0.3801820199664333,0.5194444444444445,2.928051466985359,0.767347561686776,-0.8036026320416358,6.482648311262865,0.4214285714285715,-0.45741745545308476
17,31.514546485245226,31.033119662851096,0.6155744028592701,0.41986945221912775,0.46213438125896455,1.3118173394127062,0.008536794887216266,0.4620686982878087,0.8819381498183836,0.10011785170611213,2.4976099238676185e-06,0.1313340424433171,2.1344243953303782e-08,18.68877611585945,0.03721414384592208,0.042009045548171545,0.31343607061121703,0.3283489318125434,0.5087301587301588,2.841499516646691,0.27610424534188155,-0.6565015976195081,5.880211810052198,0.3436507936507937,-0.6044653467338232
