epoch,train_loss,train_reg_loss,train_rank_loss,train_net_loss,train_soft_gross,train_soft_turnover,train_soft_downside,train_soft_net,train_soft_concentration,valid_mse,valid_IC,valid_RIC,valid_ICIR,valid_RICIR,valid_prec_10,valid_top5_net_sharpe,valid_top5_avg_turnover,valid_top5_mdd
1,12732.299129071913,12731.736402754364,1.951284838774921,0.3675605138814127,0.6236660933244079,1.2419128450346155,0.009054251624857155,0.6149777042521936,0.9825382191587139,4237.936779270112,0.006108328806368796,0.037207383699633056,0.09266029298151619,0.35110197840494134,0.5115079365079366,6.234919347243516,0.4992063492063492,-0.31829378487338433
2,326.9069962145509,325.8958199637162,3.0235319973510766,0.7088250667385354,0.2433587896262121,1.1625248623398714,0.008186478589039113,0.2391514083566695,0.9479764749119813,444.94542802876134,0.0043694254954229515,-0.008243386567765555,0.078699277712666,-0.07586434302316176,0.4833333333333334,4.245846654294025,0.6246031746031746,-0.6613347057699113
3,54.63681643250826,54.30654440208061,0.1967441768586837,0.31059716468223847,0.6220807706888929,1.154557859144609,0.009906030138024116,0.6207795821526887,0.9313767458740119,84.26101444851444,0.01043015909179486,0.03529837877699993,0.15382808531694153,0.2919138565257721,0.5083333333333333,5.718321660734645,0.776984126984127,-0.4640709399496288
4,30.823958840402398,29.91485337308935,0.29301180180439074,0.8798041127571786,0.06809771567562589,1.1603516368365319,0.008480492159401935,0.06772072288417932,0.947524836818008,23.102165581332248,0.015917061109652398,0.04524711836566865,0.22497145957160838,0.38007300472855604,0.5202380952380953,4.784029345072789,0.530952380952381,-0.42053446646714665
5,14.885759598177833,14.57632379882239,0.1170033967852391,0.2977354799573486,0.6287000889675675,1.0620225059903357,0.010105927939647784,0.6284107643514585,0.926146246271359,12.715555470763803,0.02300527264104595,0.05359185205610699,0.22591586608926645,0.4449988080841873,0.5170634920634921,1.7812864776101964,0.4150793650793651,-0.41139452050174574
6,10.703212295230982,9.870371979193107,0.12443715405675608,0.8203965748735779,0.08367293357863673,1.1313022651546252,0.008405725391575615,0.08346248605062448,0.9038590622914804,8.109785710046127,0.0190621397375663,0.04894708071682782,0.24454336467398524,0.39564259698749993,0.5202380952380953,5.650600147512401,0.35000000000000003,-0.4243377802584414
7,6.507474272033653,5.702353265237164,0.17664410440326744,0.7874565672066466,0.08890822510006517,1.0234666347975045,0.006726315635969349,0.08878126404285554,0.8762378321381639,3.242127085877086,0.03482626136999641,0.04883177504711814,0.335207964644896,0.39417094179427986,0.5178571428571429,5.488753132117816,0.4087301587301587,-0.4543566339139795
8,6.875432886787363,6.6947387398698845,0.11760344025867714,0.16893385194896443,0.670624128156339,1.0743020455098395,0.007277304128001796,0.6705078766969061,0.8394417254858323,2.824608527082485,0.022783305200925537,0.0515912033386419,0.28282699379158865,0.4267303052324472,0.521031746031746,4.305462675342141,0.1865079365079365,-0.45767720123171274
9,11.242874908930547,10.461076243946682,0.37386049479749556,0.7444126519978651,0.09275366886264776,1.0944318917273266,0.006504015930001993,0.0926603213955236,0.8370729725228975,4.915962365181115,0.03133411248522361,0.05679443474487838,0.3976029382222504,0.47396053421299544,0.5277777777777778,4.53525802696306,0.21825396825396826,-0.6263863458541229
10,8.627824212489902,8.271825214455257,0.09564250863371165,0.34643467676045525,0.47780406987255764,1.0711580466408372,0.005659728980245653,0.47772687256637664,0.8241615490320868,16.587328084723918,0.020088922415471444,0.05191887042286975,0.26421731096652135,0.43763102986040275,0.5218253968253969,4.624217381581882,0.28650793650793654,-0.45462396695038243
11,7.78320912944304,7.438406602031476,0.07228997270576656,0.33757352598917645,0.4780712351987688,1.0826683069406253,0.00680726931405073,0.4779960415780061,0.8155695669780914,1.8177467545957129,0.04390816608243421,0.051776653048122415,0.44085664434426575,0.41172465116216783,0.5265873015873015,4.076059581839404,0.24523809523809523,-0.5818477269350415
12,6.629742291005882,6.489995079628519,0.06806307767480109,0.13294089234660605,0.6651042398025183,1.0929601109428222,0.008502490362462612,0.6650316425676887,0.7979725356780093,1.7387992746065664,0.0381493225781601,0.0537557717245366,0.38451054009785157,0.41917807421743253,0.5194444444444445,4.142313603801979,0.30079365079365084,-0.42611934996784395
13,9.329444929313015,8.563266810170703,0.3864464888449859,0.7275334500732857,0.10081650295880837,1.055471432237663,0.005463248172829903,0.10074941281570378,0.8282828625367099,3.5367116486908152,0.028568923863441422,0.04852477032557696,0.31848794422032684,0.3788625854495483,0.5234126984126984,3.965001068909466,0.20714285714285713,-0.4901535686266705
14,6.7473459552671455,6.180451990986192,0.10111687111517263,0.5567822785645321,0.24586314349869903,1.0485306257342009,0.006076085470615976,0.24579710199897417,0.8025793813294857,1.3396166670906253,0.03539878911265625,0.052031414213304095,0.32205475187104593,0.4093917437741285,0.523015873015873,3.9872563291111964,0.25952380952380955,-0.4750323946307171
15,9.761719813660996,9.164472753977453,0.2740538988149146,0.5698417002322606,0.23646209126919465,0.9804315516048506,0.005761131106660119,0.23640198109839988,0.8062436823909347,5.789975071225071,0.02532199246647456,0.050679353736226514,0.33998197068132263,0.4092383467753116,0.5222222222222224,5.568210011920148,0.40396825396825403,-0.5092534534226767
16,6.541361882759107,5.857571646148289,0.10645257272077976,0.6731449239585247,0.09426418375341838,1.0983503302340774,0.006440575757572128,0.09419685408940183,0.7673417786564175,2.6238494819223988,0.024880954689098334,0.049855552133439895,0.26830581364200984,0.39308099965776166,0.5107142857142857,3.610736567168879,0.1484126984126984,-0.6751914708711475
