epoch,train_loss,train_reg_loss,train_rank_loss,train_net_loss,train_soft_gross,train_soft_turnover,train_soft_downside,train_soft_net,train_soft_concentration,valid_mse,valid_IC,valid_RIC,valid_ICIR,valid_RICIR,valid_prec_10,valid_top5_net_sharpe,valid_top5_avg_turnover,valid_top5_mdd
1,92990.97691041553,92989.86160144613,5.781461977409954,0.5384277740040341,0.46616796252735004,1.0825319491314647,0.015422701165883299,0.4530863553962853,0.9915141296547813,470.7289716456383,-0.00030423808436682296,0.018952416787452166,-0.004515918559149489,0.1600227904291872,0.4992063492063492,2.127252449865614,0.7992063492063494,-0.35408187754467857
2,2309.4644251307927,2308.953613701382,1.1352042064221728,0.39725261658832833,0.5939563588075011,1.1403284157697609,0.014173602116589998,0.5867211122135467,0.9839737278384131,566.5741079907747,-0.0013127619605063918,0.07651771741852195,-0.02196543617213858,0.6842635555150303,0.5170634920634921,2.225018060752508,0.6817460317460318,-0.32085035724758104
3,427.1404316995595,426.3234316298285,0.9579489721010465,0.7212116010738788,0.25994027683695636,1.112367327498869,0.012522509202870053,0.2555095867283976,0.9767211870768586,76.1988196988197,0.008222712733605149,0.05742471345419571,0.11419532607876197,0.5033430438748606,0.5115079365079366,2.252432024202501,0.6992063492063493,-0.2960256495476984
4,208.8600713969888,208.63743506025622,0.4266240405812356,0.17997554399677226,0.7839990380797784,1.1574429236596824,0.014645542502739469,0.7814992342239646,0.9614747797113818,60.0338488671822,0.013646512186905373,0.027093437765525166,0.17861511145933565,0.23556678316948834,0.5087301587301587,1.9583355562608125,0.7801587301587303,-0.5876051902769828
5,170.20989629126885,169.4964363016792,1.93965939816679,0.5194937228678247,0.4266817221889268,1.1511721994763917,0.013597898733115236,0.4255515465149933,0.9450452697878653,9.017961012752679,0.0007065406729259507,0.04139727027244066,0.008568499292880442,0.36808532692115375,0.5166666666666666,2.3756639254354806,0.9563492063492064,-0.3864449306132789
6,44.3906398605656,43.71783453487867,1.642132532663291,0.5085921686142683,0.43287135551923,1.1066138532277776,0.010594248894532858,0.43216639179327354,0.9407585595205828,6.502885569291819,0.02770547506310911,0.059601639395685344,0.3026838339971597,0.5002169088225549,0.5273809523809524,2.3441783840622716,0.4436507936507936,-0.41681176579052936
7,25.8413470699175,25.312104716373458,0.36691007663156033,0.49255130602600605,0.4298832495295973,1.2229467703770376,0.011183548213594852,0.42925336502762546,0.9218046720768954,3.173605811626645,0.020423746519603304,0.04173514612333237,0.21476752205704935,0.3613328851131608,0.5265873015873015,6.140163403279174,0.6531746031746033,-0.42936961835783394
8,28.488492595424525,28.3607979156681,0.15247713614481728,0.11244706327246654,0.8261363706809625,1.2048574906314506,0.008167327915033959,0.8255467231445734,0.9379937873498814,12.821787876475376,0.02126004296989547,0.056164092617496865,0.28227391569963856,0.4377011777479996,0.5277777777777778,5.997019316112727,0.32142857142857145,-0.44613393153117176
9,11.632875025111275,11.336866420306064,0.10314010902232415,0.2856946841788453,0.6421744621996881,1.1811698424446955,0.01036233495203687,0.6418583869247104,0.9275530711219118,23.156589167005833,0.03614595313843606,0.04776490684242296,0.353162641289216,0.3773689337827528,0.5218253968253969,6.33097554814238,0.3531746031746032,-0.4381877808091641
10,12.78193314607079,12.051992853871873,0.3592256675512102,0.6940177872374251,0.2393921125405371,1.1109539735401257,0.008941581611821134,0.23920169235509517,0.9332194799708353,11.825967049925383,0.015944132861932928,0.05092608134890642,0.2536450485193979,0.40619386743989766,0.523015873015873,5.90350586361013,0.3658730158730159,-0.47340896630670026
11,8.859350029036806,8.0209686124647,0.6159224649526279,0.776789246318308,0.1286408040331005,1.1015604847060632,0.006604263382840801,0.1284738027355657,0.9052630487628079,1.9316191620879122,0.03668414417234317,0.049671413162530216,0.3646063659465001,0.3936436316085341,0.5218253968253969,5.185236611494894,0.38492063492063494,-0.4346027232166778
12,7.551148509334873,6.92162506157482,0.25292682101622826,0.6042307544096902,0.2785561304926558,1.0868281817964454,0.008212734333320088,0.2784395543188138,0.8826703100289042,6.595473392348392,0.03574846583855048,0.04714905585160005,0.3896151316224819,0.35781213654652155,0.5234126984126986,5.228506368818193,0.2833333333333334,-0.5363906434553288
13,6.903088860576217,6.258771702204202,0.23780265677204304,0.620536886945971,0.24028149930596376,1.1636676738381424,0.008363153809745187,0.24016568604375987,0.8607025729995724,4.1268166632749965,0.015369842602721904,0.04811564141180784,0.16181869413754518,0.39170146249211696,0.5178571428571429,3.987945422868401,0.31190476190476196,-0.5183078342586964
14,5.799514998576125,5.447150906799613,0.06980081741899453,0.3453839743056813,0.4767897632358957,1.0681968200099097,0.006511459741250027,0.4766925066102719,0.8220764828669662,1.8445736723731516,0.02579056281428978,0.04870173250927061,0.25314885726913394,0.3831720920577638,0.5253968253968253,3.6749889185724407,0.26587301587301587,-0.6140041750998754
15,5.192094285906972,4.4133726451848005,0.21005344580342944,0.7577162704052958,0.11706401420117829,1.06430855852442,0.008811626954766236,0.11698578974019168,0.8747020608518977,10.252723935015602,0.010996085526861148,0.0387888910492347,0.1539873895554469,0.31188230733787015,0.5206349206349206,4.491277626018909,0.3341269841269842,-0.6065418863901124
