epoch,train_loss,train_reg_loss,train_rank_loss,train_net_loss,train_soft_gross,train_soft_turnover,train_soft_downside,train_soft_net,train_soft_concentration,train_alpha_eff,train_lambda_eff,train_turnover_penalty,train_downside_penalty_weighted,valid_mse,valid_IC,valid_RIC,valid_ICIR,valid_RICIR,valid_prec_10,valid_softmax_net_sharpe,valid_softmax_avg_turnover,valid_softmax_mdd,valid_top5_net_sharpe,valid_top5_avg_turnover,valid_top5_mdd
1,70197.85890529386,70196.99190954854,3.698948000347422,0.49738410648799714,0.49802489998735494,1.1444235208997018,0.009404055837267737,0.4957647469081702,0.9931488533894862,0.5120664535030242,0.2853032758159022,0.5191749309009673,0.002000552727276466,535.29127662461,-0.022760349146056368,-0.01627914898014265,-0.16971954225995356,-0.14924937903138064,0.5412698412698412,2.3515165680918537,1.2210028619644513,-0.9904953081614994,6.977354577043152,1.4150793650793652,-0.4119875874768929
2,547.1752514350799,546.6400010112793,0.5772094079443524,0.47752866293153456,0.506162068525622,1.146396529154166,0.007911676982215938,0.5060825235973713,0.983611184935416,0.1176176994077621,0.0017610526853992093,0.13525198626316096,1.1918796349510826e-05,163.06920702754036,0.008367172379487493,0.017832341176629858,0.1023680468749769,0.15436140630947068,0.5369047619047619,1.5775326159603582,1.3659818569365805,-0.8466926520490681,2.5165282878952175,1.2214285714285715,-0.42134756688296626
3,152.37787286408485,151.38145220491194,0.7954444446570931,0.9168753514486936,0.031807154693734595,1.244092378112594,0.008030668209218954,0.031738813537912566,0.9486141637808854,0.10545861028855846,0.0003754786906703826,0.1312190328742124,2.7315274619019626e-06,84.52291073124407,0.02697598312015223,0.043587769276781145,0.25795311230954765,0.393805432171464,0.5293650793650794,1.216449519488408,1.1777955102940048,-0.9100241606014269,3.017263544419335,1.1373015873015875,-0.4456449210070582
4,64.61920727722107,64.15800672423455,0.20178089975830046,0.44102246104589393,0.5150216611440515,1.2019836574096294,0.00708284111856269,0.5149590785057512,0.9559815393340203,0.10309211977066532,8.325922873712355e-05,0.12396096597173759,6.026668347203268e-07,45.466719237552574,0.008576499539325124,0.03938463122659962,0.07008348434297337,0.3256195769967887,0.5380952380952382,1.0809078912447692,0.8070298917123512,-0.9576638723785718,2.4795649627441128,1.0420634920634921,-0.4577196985888614
5,33.9370598417136,32.801932392918296,2.5589573830005623,0.8792318673834445,0.05750581291311986,1.2561974722910862,0.009374179232409335,0.05744119949352797,0.9366730661672209,0.10229679230720766,3.776838702540244e-05,0.12850792271206551,3.6033377435479376e-07,24.00873778998779,0.01696641855796175,0.04831931910741802,0.14141122548075427,0.38037444212210303,0.5341269841269842,2.2907256676808747,1.2285842028397005,-0.9257386863361025,6.657207364303226,1.123015873015873,-0.5074115357287738
6,22.663053858472455,21.75911991317426,0.21726417721008823,0.8822074896986446,0.06667282570718085,1.1712895920769286,0.005417870364817844,0.06661276228069435,0.9488202517792101,0.10226469962827621,3.225438056453582e-05,0.1197843176212962,1.7147464887959542e-07,11.201594508886176,0.030132550699164186,0.05254736605238097,0.22620060426529068,0.4427815478613946,0.5507936507936508,2.5256115533016277,1.0892333667920189,-0.8055097762123671,7.810767470558422,0.8992063492063493,-0.31177447744250075
7,13.607398125721563,13.176189130977276,0.11569180554680286,0.41963975674683046,0.534052276780918,1.2244189904539218,0.006243614879338913,0.533989689233122,0.9536294457412535,0.10197822816910282,2.6401012174544796e-05,0.12484770982678683,1.6372815958079288e-07,10.674606354293854,0.006696724049035541,0.025681297077808703,0.07851891224329577,0.20032835155133333,0.5392857142857143,2.5218802064447865,0.8319597434263913,-0.847084425400977,7.050254176230584,0.7611111111111112,-0.23490943513433205
8,9.140075373457323,8.244296682265498,0.6100247556193461,0.8347761144861578,0.06960543074670951,1.2237181166746371,0.006679697975599298,0.06954312123064185,0.9043192365236821,0.10157618368825605,2.345731181483115e-05,0.12430373587375718,1.5803033169573058e-07,4.292556450108534,0.03776433459762654,0.04298557836031817,0.3215919371124861,0.36355962410602655,0.5563492063492063,3.320651879311772,0.8722438307428337,-0.8353964980928457,2.7861625525880154,0.8246031746031748,-0.36738016452147626
9,8.719897943398644,7.864857833568127,0.19159989659674465,0.8358801162050616,0.07669978374130222,1.1060928108493537,0.004954668522346928,0.07664353053942072,0.9125236460999135,0.10152715867565525,2.042689631062169e-05,0.11229991912993259,1.0268520454224659e-07,4.922614808031475,0.0062293887367632595,0.021261897010777474,0.05615179437998766,0.17649040003699798,0.5456349206349206,1.7281414012677547,0.8665454663757756,-0.7851434748334419,2.31982729182264,1.0896825396825398,-0.2931595161288081
10,5.105957559087584,4.772070722137728,0.07532017799845386,0.32635484198408743,0.5606156270208686,1.126774204224681,0.009006724291104795,0.5605583986051031,0.8869132396915267,0.10130821966355846,1.852627723447738e-05,0.11415106877457257,1.668675671010969e-07,2.4857934070173653,0.04261830373153964,0.047456540840666354,0.3326514349983008,0.3922334475968582,0.5392857142857143,1.1902992172798101,0.8358334056592425,-0.8853479275626555,2.5230525460868845,0.7626984126984128,-0.32410826026967476
