dataset,method,kappa,IC,RIC,top5_net_sharpe_10bps,top5_avg_turnover,top5_max_drawdown
SP500,tc_stockmixer,0.0,0.015588403531336637,0.01345079002879837,0.7103601359294763,0.43579545454545454,-0.264960123567325
SP500,tc_stockmixer,0.0,0.015588403531336637,0.01345079002879837,0.7103601359294763,0.43579545454545454,-0.264960123567325
