metric,n,mean,std,median,min,max
valid_backtest_softmax_gross_mean_daily,9,0.12244919542951638,0.0440792297553822,0.12455282667459548,0.06181652201414707,0.1938200670629218
valid_backtest_softmax_net_mean_daily,9,0.12116011528312326,0.04385060736725909,0.12353843521373499,0.06109063978258708,0.19233167623905578
valid_backtest_softmax_gross_sharpe,9,4.460931495871429,0.5013253470434779,4.379493333284023,3.769985013974475,5.266427009484491
valid_backtest_softmax_net_sharpe,9,4.413171683456918,0.4931228872672049,4.315805210724066,3.731644828597237,5.196504448365546
valid_backtest_softmax_net_sortino,9,17.782662626357236,3.1621744233059896,18.201560051590285,10.594393146128267,21.23145834597207
valid_backtest_softmax_net_ann_return,9,100317074.13001625,201792953.73643634,6960773.594026098,25804.053368790275,619834828.9346762
valid_backtest_softmax_max_drawdown,9,-0.7757926181652368,0.1116461493027277,-0.7809434697219731,-0.9424242625933005,-0.5477357499019819
valid_backtest_softmax_calmar,9,123760908.14831482,252093725.09994438,9416161.90081016,34875.18306567086,773824805.7564683
valid_backtest_softmax_avg_turnover,9,0.8593867642620775,0.20492661623002983,0.9922605492440267,0.4839214877066589,1.0863554744742128
valid_backtest_softmax_median_turnover,9,0.7434531969755273,0.4681663573804903,0.9234105190362518,0.004229797527879776,1.4192373836055878
valid_backtest_softmax_avg_holdings,9,44.44753086419753,30.255679578707323,32.567460317460316,3.5436507936507935,109.46031746031746
valid_backtest_softmax_final_equity,9,100317075.13001625,201792953.73643634,6960774.594026098,25805.053368790275,619834829.9346762
valid_backtest_top5_gross_mean_daily,9,0.1177747076931224,0.06305764464588169,0.10223736227046233,0.033354505598741986,0.22450066684950656
valid_backtest_top5_net_mean_daily,9,0.11683939023280493,0.06272845371799589,0.10135521941331947,0.033096172265408653,0.22318280970664942
valid_backtest_top5_gross_sharpe,9,6.265126454728951,0.9852086890239576,6.367439173216711,3.9955165332832934,7.260743871073698
valid_backtest_top5_net_sharpe,9,6.213642070226312,0.9788278126911361,6.305439850060835,3.9658813011308256,7.201795849681393
valid_backtest_top5_net_sortino,9,33.267377198542526,15.358089079142205,39.56280593545701,9.71595974567944,53.76401416985884
valid_backtest_top5_net_ann_return,9,8418427635786103.0,2.5229791833428944e+16,476279503.08476007,582.9978290288612,7.56978477107427e+16
