epoch,train_loss,train_reg_loss,train_rank_loss,train_net_loss,train_soft_gross,train_soft_turnover,train_soft_downside,train_soft_net,train_soft_concentration,train_alpha_eff,train_lambda_eff,train_turnover_penalty,train_downside_penalty_weighted,valid_mse,valid_IC,valid_RIC,valid_ICIR,valid_RICIR,valid_prec_10,valid_softmax_net_sharpe,valid_softmax_avg_turnover,valid_softmax_mdd,valid_top5_net_sharpe,valid_top5_avg_turnover,valid_top5_mdd
1,5806.562831958081,5805.997398372035,2.1743988506823175,0.3480064441626136,0.6442453226744224,1.3646392627565216,0.012062531946944913,0.6409539875256833,0.98896043127453,0.4832916259765625,0.28776256973679,0.6662626939258226,0.0029582033787392227,677.4789038122371,0.004815167537392276,0.06924753411592836,0.07435847523154349,0.6680468117403523,0.5150793650793651,3.358627101435215,1.5356285435349641,-0.7726808459130496,2.1523458309101304,0.9976190476190475,-0.6227842320711481
2,405.79481456175046,405.05118615659507,1.899941975231962,0.5536337639331013,0.407536522155469,1.464881799733605,0.009985755443989056,0.40743832882957626,0.9610720938474343,0.10567288785367399,0.002187980187905801,0.1550008839868448,2.0688444667703337e-05,67.37225274725274,0.00900898800099266,0.04102803770352537,0.13338877092604626,0.3841534190360243,0.5051587301587303,1.377250584787705,0.8662518938254421,-0.808766692791717,2.3629018731217917,0.8500000000000001,-0.3976186436936957
3,135.9917573880505,135.18727764954437,1.3161603192572255,0.6728626411609553,0.2502003480228604,1.3568003058376565,0.009321317285976776,0.2501253431877223,0.9229879851251639,0.10125097326330236,0.0007166943034610233,0.1373669576184899,6.323485840263832e-06,214.96703296703296,0.0011906675178449603,-0.02286463546254657,0.020817438614045107,-0.2073784553015642,0.48174603174603176,3.1445357548978743,1.190064840190284,-0.633998794572636,4.851855641548104,1.6071428571428572,-0.4206210121604007
4,137.97492221593856,137.83040232086503,0.32521732225133154,0.11199807103068844,0.7865768494766439,1.3263967032968638,0.010168036974746691,0.7865082877480825,0.8985063592022335,0.1007434741870777,0.00017137092513007087,0.13363399383154242,1.744893220907767e-06,259.7112840862841,0.0048437115571513265,-0.033656459683764545,0.0866646854169579,-0.2937076415627143,0.49206349206349215,3.4205684785543506,0.937902141111452,-0.5324795351383339,4.322724651053887,1.0976190476190477,-0.4445685267353362
5,70.11123851312173,69.57455543915968,0.23080008964658388,0.5136029889291102,0.39752120865357793,1.3459973976420938,0.008648860502035739,0.39745301140392636,0.9110560009759423,0.1004112449852196,7.91454637372816e-05,0.13514899016685605,6.263862654134912e-07,5.455172720797721,0.03239103870379186,0.04856490977589002,0.3112955198700494,0.45449851927546536,0.5146825396825396,2.705522002100393,1.1048045591931894,-0.6299629374435574,2.78340764102179,0.9246031746031746,-0.38869694253944154
6,59.957094812151546,59.10899635722508,0.34476613257948713,0.8136220225107831,0.09014352645396313,1.2236695294145763,0.009110425280071222,0.09008173475009122,0.903703758484256,0.10035672574429899,4.504564646128062e-05,0.12280174792404087,3.912440099744572e-07,9.33529096289513,0.012946159219472654,0.022015248188799942,0.1698098906148525,0.18599250631873523,0.5115079365079366,2.7531432641574964,1.1546098309841348,-0.807295425392123,2.289475430377219,1.0166666666666668,-0.49029827759324884
7,42.08634294110375,41.44065154323707,0.28862106345996663,0.6168294081816802,0.24924600289082105,1.3236125457546302,0.009737581008138792,0.24917938766411019,0.8660087964069602,0.1003028663429054,2.6689832274978225e-05,0.13276158824763845,2.36120076704911e-07,168.11039886039887,0.0047009728613945255,-0.04622054852174008,0.08523139671804497,-0.41833423515003654,0.45873015873015877,2.924404526580306,0.7792691870194876,-0.7567706400322283,3.708877604573115,1.3388888888888888,-0.5942710319487698
8,55.87930326204042,55.74344275762906,0.19375531152960518,0.11648494598921388,0.7715802448479594,1.2168086237943616,0.011101212493974026,0.7715190618313812,0.8880040049930481,0.10024430558488176,1.8767891703425225e-05,0.12197424804393414,1.9875115218504377e-07,6.026020468728802,0.023185886688300426,0.02603990695819525,0.26237566685746294,0.2058367932723542,0.5174603174603175,3.5518629055663227,1.285971012764157,-0.8458932218845874,2.2038588355093625,0.9896825396825396,-0.6522890691417063
9,29.151523651142377,28.872765894274455,0.16882574136897519,0.2618750521258728,0.642561500354285,1.2379073564241576,0.011342457054821616,0.6424993623370066,0.9043744145363972,0.10020026129645271,1.2227006860681482e-05,0.1240401216241845,1.349515272191183e-07,8.251428211063628,0.0078109687342935285,0.0442660882366215,0.11662868660888936,0.3776786910172401,0.5238095238095238,4.021549372890315,1.1319878650936954,-0.8858575567360523,6.1837420652641395,0.7976190476190477,-0.6968286675500779
10,19.691869760928927,19.449593337121847,0.13488031844356776,0.22878840395526306,0.6759614052066769,1.2416547538265519,0.009951808545348146,0.6758991642537858,0.9046875665920812,0.10016941379856419,6.084828763394743e-06,0.12437133955403191,5.5382562328627905e-08,71.67080450413783,-0.00251482247952075,0.03896439386878022,-0.04488795556015581,0.3433011983692522,0.5079365079365079,-0.25149903919051453,0.00396825396825,-0.8209781848109919,2.05784566389865,0.5246031746031745,-0.35398403756450003
