gross_mean_daily,net_mean_daily,gross_sharpe,net_sharpe,net_sortino,net_ann_return,max_drawdown,calmar,avg_turnover,median_turnover,avg_holdings,final_equity,cost_bps,topk
0.006008114467108099,0.006008114467108099,1.0000346929013078,1.0000346929013078,1.9990974772477332,0.6603627044899678,-0.5427337359587374,1.216734211891624,0.09931972789115648,0.0,5.0,1.3441623673661167,0.0,5
0.013670921131366032,0.013670921131366032,2.334991831546304,2.334991831546304,4.615870881138473,10.592577448124146,-0.4881692355866253,21.698576386882543,0.09795918367346938,0.0,10.0,4.1761075055569306,0.0,10
0.006008114467108099,0.00595845460316252,1.0000346929013078,0.9918331653913672,1.982379636369545,0.6397681590439108,-0.5432748735384461,1.1776141143355465,0.09931972789115648,0.0,5.0,1.3344114565821796,5.0,5
0.013670921131366032,0.013621941539529293,2.334991831546304,2.326881076530733,4.598699042032043,10.45298435999411,-0.4885015024566197,21.39805979593884,0.09795918367346938,0.0,10.0,4.146699421356237,5.0,10
0.006008114467108099,0.005908794739216943,1.0000346929013078,0.9836295440363869,1.9656544381140946,0.619423864215559,-0.5438154779324424,1.1390331635455404,0.09931972789115648,0.0,5.0,1.3247288016996872,10.0,5
0.013670921131366032,0.01357296194769256,2.334991831546304,2.3187674620651424,4.581520692341519,10.315053923265337,-0.48883359009808913,21.101360733362085,0.09795918367346938,0.0,10.0,4.117494549872422,10.0,10
0.006008114467108099,0.005859134875271364,1.0000346929013078,0.9754238540519697,1.9489221594766122,0.5993268416798134,-0.5443555495606143,1.1009841677235939,0.09931972789115648,0.0,5.0,1.315113941994317,15.0,5
0.013670921131366032,0.013523982355855824,2.334991831546304,2.310650998216387,4.564335966008493,10.178766549007323,-0.4891654985881465,20.808431049133617,0.09795918367346938,0.0,10.0,4.088491512995738,15.0,10
0.006008114467108099,0.005759815147380206,1.0000346929013078,0.9590063692024519,1.9154374698535235,0.5598628733325739,-0.5454340961977953,1.0264537498376702,0.09931972789115648,0.0,5.0,1.2960857801814236,25.0,5
0.013670921131366032,0.013426023172182352,2.334991831546304,2.294409562730125,4.529947919308479,9.91104377105029,-0.4898287784223535,20.233690235497527,0.09795918367346938,0.0,10.0,4.03108547642839,25.0,10
0.006008114467108099,0.005511515827652316,1.0000346929013078,0.917928226665965,1.8316212554571332,0.46532831874991754,-0.5481211687332752,0.848951555409649,0.09931972789115648,0.0,5.0,1.249670112734261,50.0,5
0.013670921131366032,0.013181125212998683,2.334991831546304,2.253756818070536,4.439563459985512,9.269162494231551,-0.491483848251302,18.859546508379356,0.09795918367346938,0.0,10.0,3.8910077738869537,50.0,10
