gross_mean_daily,net_mean_daily,gross_sharpe,net_sharpe,net_sortino,net_ann_return,max_drawdown,calmar,avg_turnover,median_turnover,avg_holdings,final_equity,cost_bps,topk
0.040328890564329596,0.040328890564329596,4.199430892311486,4.199430892311486,17.286045318950997,2962.870917174325,-0.30952862034475537,9572.203416487575,0.6275862068965516,0.8,5.0,15.798581197311824,0.0,5
0.02911576590617522,0.02911576590617522,5.302519958626635,5.302519958626635,17.967836865097343,617.9717257632694,-0.2208885212029078,2797.6633751502372,0.5977011494252874,0.6,10.0,9.200069610950653,0.0,10
0.040328890564329596,0.04001509746088133,4.199430892311486,4.166967837994126,17.150027087266963,2743.371989416404,-0.31071806433273175,8829.135812553986,0.6275862068965516,0.8,5.0,15.38443333840958,5.0,5
0.02911576590617522,0.028816915331462578,5.302519958626635,5.247360716495332,17.773461930261718,573.9176909057152,-0.22236643409922974,2580.9546896229253,0.5977011494252874,0.6,10.0,8.968524647619851,5.0,10
0.040328890564329596,0.039701304357433055,4.199430892311486,4.134497391911136,17.013789381027276,2540.0545996893857,-0.31190585284521566,8143.658018952767,0.6275862068965516,0.8,5.0,14.980991117978242,10.0,5
0.02911576590617522,0.028518064756749933,5.302519958626635,5.192208268901713,17.578957414701332,532.9857691825044,-0.22384214999804464,2381.0786716656326,0.5977011494252874,0.6,10.0,8.742731734340305,10.0,10
0.040328890564329596,0.03938751125398478,4.199430892311486,4.102019648639903,16.64017265306673,2351.731303350608,-0.3130919876722763,7511.31103937649,0.6275862068965516,0.8,5.0,14.587981687397026,15.0,5
0.02911576590617522,0.02821921418203729,5.302519958626635,5.137062890967707,17.38433564792637,494.9556413224325,-0.2253156712914718,2196.7208871146545,0.5977011494252874,0.6,10.0,8.522549847113531,15.0,10
0.040328890564329596,0.03875992504708823,4.199430892311486,4.037042649306039,16.380287617162306,2015.7445913605384,-0.3154593034233293,6389.872067425219,0.6275862068965516,0.8,5.0,13.83220390702967,25.0,5
0.02911576590617522,0.027621513032612007,5.302519958626635,5.026794442850315,16.99478955918564,426.79581044162455,-0.2282561396221966,1869.8108675025155,0.5977011494252874,0.6,10.0,8.09847203244055,25.0,10
0.040328890564329596,0.03719095952984684,4.199430892311486,3.874479088162624,15.725680062560773,1370.2750611033175,-0.32134877833870745,4264.13651915228,0.6275862068965516,0.8,5.0,12.10751215555775,50.0,5
0.02911576590617522,0.02612726015904879,5.302519958626635,4.751266232711301,16.019730151903513,294.481398153446,-0.23556907197814747,1250.0851477630026,0.5977011494252874,0.6,10.0,7.127235705113481,50.0,10
