epoch,train_loss,train_reg_loss,train_rank_loss,train_net_loss,train_soft_gross,train_soft_turnover,train_soft_net,train_soft_concentration,valid_mse,valid_IC,valid_RIC,valid_ICIR,valid_RICIR,valid_prec_10,valid_top5_net_sharpe,valid_top5_avg_turnover,valid_top5_mdd
1,0.026553120290407458,0.026480773685349,0.000723465360135526,-0.001111882267395157,0.0020533616003376664,0.9310652872371311,0.0011222962478043613,0.10413986922719994,0.003529634209483488,0.017021327875684732,0.017207885139214976,0.18128527071245296,0.1735605802203155,0.5123015873015873,1.367229728876696,0.7277777777777777,-0.1829796888180596
2,0.0027013753084591716,0.0026606302198677045,0.00040745087802910397,-0.0009768409804669195,0.0015980144417414054,0.6181459723694904,0.000979868450844692,0.030274457331727938,0.0027583817981127485,0.02344021521306463,0.021421962942697145,0.24057976123505753,0.20528864726650453,0.5126984126984127,1.385141801176549,0.7087301587301588,-0.2074693745785443
3,0.001972790075799551,0.0019394922869380663,0.000332977909282498,-0.0007585559011179587,0.001205025292408725,0.4453445898117246,0.0007596806732377641,0.01124767443917163,0.002497712122332824,0.020889175454065736,0.019924540464374942,0.21749834285036312,0.19980736120497272,0.5083333333333333,0.7905977920541989,0.6515873015873016,-0.22823122823393016
4,0.0016154271969729028,0.0015866803206704759,0.0002874687776056817,-0.00106370287384275,0.0014203473833657807,0.3562096162522967,0.0010641377340181025,0.0043485696361450525,0.0020103145637013747,0.014620849644705438,0.014886689574948373,0.16862696434518676,0.17179255031371263,0.5071428571428572,1.3980194702236803,0.7484126984126985,-0.18477926122764254
5,0.0014428113644621712,0.0014164068507238265,0.00026404513832735453,-0.0006844221049996614,0.0009960608049712734,0.31145739180816184,0.0006846033975700659,0.0018130632266842735,0.0017880354826022443,0.016516933309370423,0.01646642030275868,0.19311389156954753,0.18780997764286766,0.5031746031746032,1.6210263461073757,0.7563492063492064,-0.2115428316968444
6,0.0013498671380393961,0.0013251176757605846,0.0002474946148533884,-0.0006574220490693807,0.00094445384344687,0.2868743167535679,0.00065757950504957,0.001574699056643137,0.0019582998185904664,0.01338187648107573,0.011708314541866842,0.16251134702407885,0.1331157441427978,0.5,-0.04489785329560155,0.7753968253968255,-0.3838893549037278
7,0.0012809844774105963,0.0012571609842141058,0.00023823492049052368,-0.0006566175488725659,0.0009318861359182896,0.275132915639394,0.0006567532161441066,0.0013566551026825266,0.001391351115845778,0.018790503196465184,0.0173950083322172,0.2073689038118015,0.18576045763173057,0.49841269841269836,0.6806604444263099,0.7547619047619047,-0.32823026033182523
8,0.0012014100555019025,0.0011788166210297622,0.00022593435283311378,-0.000700211543364669,0.0009610381030487023,0.2606919163787687,0.0007003461689187994,0.0013464010808289656,0.001360360157130407,0.02024020739268334,0.018466455280993718,0.22941670590064853,0.19850190076314878,0.5059523809523809,1.6780115206086923,0.7912698412698413,-0.21520840825583287
9,0.0011410364206263645,0.0011199730468089567,0.00021063373896066805,-0.0007389215089829491,0.000986156086494432,0.2471159598412546,0.0007390401179027567,0.0011860702281213692,0.0014529544954037272,0.024808340402988866,0.023661705113216323,0.2531645135868321,0.22535160753981923,0.4988095238095238,1.4169689764007525,0.7690476190476191,-0.28109073582974387
10,0.0010447925530496758,0.0010253406676064196,0.0001945188525349147,-0.0007683266026782115,0.001000330468957907,0.23188948518521077,0.0007684409852191567,0.0011439555058746624,0.0013150153421578343,0.014955815495038341,0.015560530198055733,0.16426059214572764,0.16670656388149113,0.5011904761904762,0.8794817394178566,0.7293650793650794,-0.24871749211487804
11,0.0010232637945886676,0.0010042689580980035,0.00018994836437569404,-0.0007915201066643439,0.0010189680487815783,0.2273295807073245,0.0007916384724061621,0.0011837648553459125,0.0015751898604122352,0.01295235653635666,0.013762641925287122,0.13517032407470883,0.14128708890678926,0.4944444444444444,0.9349072443203086,0.7261904761904762,-0.2340792305702305
12,0.0009733633712450092,0.0009548130655595152,0.00018550305254836063,-0.0007880460068007152,0.001011423902752073,0.22326399093443478,0.0007881598969696505,0.0011387576827326337,0.0012756873872683038,0.023422811344632092,0.02382121922116296,0.24102495735370463,0.23518677504242158,0.5146825396825396,1.18707738641936,0.7563492063492064,-0.23190773396702646
13,0.0009683801461014318,0.0009504753962942601,0.00017904750136556294,-0.0008047375923733607,0.0010223808798253083,0.21753077329816045,0.0008048501123699385,0.00112522144603694,0.0012041282593565023,0.013292819051506019,0.011613960040401184,0.14792149397128132,0.12527574798905539,0.4976190476190476,1.3827367446771477,0.7611111111111112,-0.2731453662222647
14,0.0008789026922140446,0.0008620891653589677,0.00016813527751789503,-0.0008336486262812066,0.0010411508490702742,0.2073918118267446,0.0008337590345134329,0.0011041148068584702,0.0017955346022714255,0.01746558797140712,0.015955352678265373,0.18725934812410677,0.16175954736899562,0.5083333333333333,1.8611317235254892,0.7420634920634922,-0.20520810778633136
15,0.0009324134793919133,0.0009156827537997349,0.00016730724593209153,-0.0008272880363581653,0.001031608005694186,0.2042108652861537,0.0008273971302539419,0.0010908453512899073,0.0010645861808837873,0.022471750031651402,0.02138853637897881,0.22656667618587675,0.20692701849683595,0.5107142857142857,1.6095006181796792,0.8420634920634922,-0.24588349490487305
16,0.0008342508076787674,0.0008189271594322211,0.00015323649047884928,-0.0008149527665630779,0.0010042852392723796,0.18922531836338946,0.0008150599151023827,0.0010715417283889209,0.0010413253201497922,0.01661656684044958,0.015361035033898076,0.17515893157428616,0.1532488494201884,0.519047619047619,1.8263821568116736,0.8642857142857143,-0.191458567420001
17,0.0007494650033107531,0.0007354616409331258,0.00014003361327529607,-0.0008072212973963138,0.0009813418358208838,0.17401570301200892,0.0008073261270977594,0.0010482165968750377,0.001023845938199756,0.008860464375601729,0.014255924673623624,0.08704446351918742,0.14589691573721678,0.5099206349206349,1.476230626467678,0.9420634920634922,-0.24956281545856773
18,0.0007506861474335106,0.0007372580627545816,0.0001342808544634593,-0.0007700647225008013,0.0009361879677296226,0.16601926422099003,0.0007701686949223733,0.0010397049027331476,0.0009888954447750558,0.026722268187385517,0.024752311698294022,0.23946902037918424,0.20771490402808443,0.5186507936507937,1.887116009222957,0.8785714285714287,-0.226878291778416
19,0.0007849919558597124,0.0007718346768563827,0.00013157277876047914,-0.0007438261534278698,0.0009030130972638978,0.15907397825975675,0.0007439390978499826,0.0011294701287673937,0.000795956321307634,0.020920171396811654,0.01994087574019069,0.2018722784710872,0.18455853916786535,0.522222222222222,1.6848706250629362,1.0611111111111111,-0.18482601754973194
20,0.0006559022926454861,0.0006442932183720561,0.00011609074258681299,-0.0007417489795627901,0.0008857105019922381,0.1438593153917306,0.0007418511918749082,0.0010222087887971586,0.0007379666634887732,0.01702159711160892,0.017386769761076837,0.1649510805188753,0.15886986981571172,0.5178571428571429,1.805591441833141,1.0658730158730159,-0.183407609970349
