epoch,train_loss,train_reg_loss,train_rank_loss,train_net_loss,train_soft_gross,train_soft_turnover,train_soft_downside,train_soft_net,train_soft_concentration,valid_mse,valid_IC,valid_RIC,valid_ICIR,valid_RICIR,valid_prec_10,valid_softmax_net_sharpe,valid_softmax_avg_turnover,valid_softmax_mdd,valid_top5_net_sharpe,valid_top5_avg_turnover,valid_top5_mdd
15,8.94815800391339,8.523399900745702,0.12529264075077465,0.4122288862897738,0.48444677815381476,1.1068882002410079,0.007853164423232186,0.4843913482122641,0.8966202338503019,13.350703983516484,0.011069476322685049,0.05597295197083803,0.1561325765099424,0.44063036105744297,0.5115079365079366,0.5267490760478777,0.1207579693000436,-0.8373164487136235,5.695378164627976,0.3277777777777778,-0.6871893127705855
16,9.021981388733193,8.37795401199444,0.4460115921620682,0.5994262893306646,0.2849935381671253,1.1861054444646602,0.008099873561966559,0.2849341558865502,0.8843604448125572,2.803236766127391,0.044671675092806847,0.05126113895021002,0.3700826260962106,0.40539134793767456,0.5206349206349207,2.7638432910744926,0.5223587210264657,-0.7766990134839425,5.10827670289318,0.25793650793650796,-0.6348747009546741
17,7.914325703761062,7.166053343383042,0.15928168964345712,0.7323442021460348,0.10732377830607447,1.1196737390169018,0.006412994154280486,0.10726772570263146,0.8396119281347539,1.7482883990045448,0.027533145800426557,0.05316557277510014,0.22769261111018552,0.41933612628508016,0.5210317460317461,3.6445238869193686,0.5270714236327201,-0.7334114714854163,4.145072697424893,0.22777777777777777,-0.41903550070015716
18,6.0443200911219055,5.453937660459731,0.07388359367142658,0.5829940949994568,0.26345240734587416,1.0923262016868258,0.007608417333161819,0.26339775125107534,0.8463918471129963,17.333367250033916,0.04203044592939668,0.04969395664539463,0.4079145915208963,0.40237186391167584,0.5257936507936508,4.084579584155961,0.4369305008968191,-0.750441766122876,5.397413693665358,0.2373015873015873,-0.6208637786597799
19,12.872013453817045,12.510192083708338,0.10230649116423887,0.3515906112746814,0.4783959926007588,1.0732421442243403,0.006222339827140123,0.47834229763895897,0.829932910183797,1.2997505002713337,0.023717295140373112,0.04993320826779262,0.22496277082295368,0.3948560658529502,0.5150793650793651,3.771084783741167,0.7614249788198781,-0.8462467256721515,2.787638064172073,0.19761904761904764,-0.6459861493692953
20,6.6085725745639285,6.247676893303523,0.08828170436459619,0.3520674865692854,0.4694705758048175,1.0702349958268245,0.00791726561139111,0.46941704272839424,0.8214845293100823,3.3449195962216796,0.0182809342932905,0.05136635489470218,0.20935011998646913,0.39829431176598645,0.5095238095238096,1.3845226230319747,0.14275137753172093,-0.8192544978344972,3.848232063793782,0.16111111111111112,-0.6368852354555463
21,8.631076834250141,7.916109176020364,0.22284634945712783,0.6926829941168025,0.0952831054859666,1.060899233890197,0.006524473378729794,0.09523003075377091,0.7879130258703151,2.2639042573938406,0.04716580442757329,0.05393913367641831,0.43909548525418124,0.42797982207547397,0.5194444444444445,3.6002616108781815,0.5557579668893416,-0.7590077716391572,3.6436483895773355,0.18174603174603174,-0.5402354285171429
22,9.939896693463261,9.426503039896488,0.11209707657705892,0.5021837780101074,0.2972930728993159,1.0288259170479392,0.005903219659612319,0.297241602641825,0.7994253803699001,4.8921427723511055,0.03048452623275411,0.04492567901051199,0.31365980653775993,0.35519716989775507,0.525,3.9160319161697346,0.6730437557491455,-0.7209083989266862,4.135013209651808,0.2912698412698413,-0.5585815663282969
23,5.9443237759777015,5.606006448856882,0.08495609118552828,0.3298216591815691,0.4884100482770522,1.029778849592566,0.006059751640836994,0.48835854415909963,0.818180203405083,1.4477529125966626,0.030533775529917397,0.05117049098203062,0.28443190812806696,0.4064989241551194,0.5138888888888888,2.6011587909339613,0.49266737710932534,-0.7776476578851246,3.060381453650645,0.1865079365079365,-0.5808473230489501
24,4.834510290582438,4.634975950218536,0.0631455794555714,0.19321976399200189,0.6027304905092642,1.0129123970935137,0.0061256325735831035,0.6026798143113878,0.7958995790094943,1.2647213054114095,0.04292308509256718,0.048591045353286705,0.3776210755255131,0.3813541060327593,0.523015873015873,4.027451818816831,0.5256602075331378,-0.7344965136258041,4.257485897635715,0.22936507936507936,-0.49015356862667003
25,7.215790207643766,7.056528697867651,0.07276399247662944,0.15198511588387192,0.6309034456966449,0.951576032852912,0.00618784736631954,0.6308558419182024,0.7828409571905394,1.6229350558777642,0.04154410717379644,0.05061516747764457,0.35977423975144956,0.38979980404105863,0.5158730158730159,3.409027846373966,0.5205977553457732,-0.7518697084744489,3.3886102148318056,0.16904761904761909,-0.6162573220034335
26,9.243103785651762,8.909478175056142,0.07055471084722494,0.3265701195376145,0.490517160211094,0.9800103204681849,0.0088279629472802,0.4904681300492361,0.8170382498839014,1.799002610526048,0.037456787610080325,0.04899607543861057,0.3804271305728522,0.3877132210507238,0.5214285714285715,4.013525274588753,0.5046543255566388,-0.746557792006798,3.597673409914355,0.17063492063492064,-0.5708432154074965
27,5.884242897057855,5.148422779646274,0.14933339645142188,0.7208867379136987,0.06755263777412106,0.9390069872604239,0.006699085590310167,0.0675056654833271,0.7883924038224929,3.548300031372948,0.02478745317618482,0.049448192467339974,0.2576376781428062,0.38562352280711854,0.5115079365079365,2.004305576040905,0.20843580455567073,-0.820978165346633,3.1101617770290444,0.16111111111111112,-0.6132875396745396
28,8.938776614577383,8.210839245528788,0.1821527834012601,0.7097219936121758,0.08347228755509765,0.9245970808802954,0.007165580656806652,0.08342603638942499,0.7931480302274025,1.2166238468321802,0.035793514456056226,0.048839837861400046,0.31300506513423076,0.3946401400288356,0.5198412698412699,3.8721166769091178,0.49024492000168135,-0.7141578680106387,4.50467737979024,0.21031746031746035,-0.5826483379023772
29,5.931420293490629,5.4016286671161655,0.06867260882077185,0.522924342353803,0.2803868051099769,1.0137038853747253,0.0067036766479676374,0.280336097403992,0.8032604396947333,1.8260404477852394,0.056408897698747844,0.05066559050848287,0.4953010337148344,0.4249772530115068,0.5178571428571429,3.7313886592451735,0.4722421351447802,-0.7271638048197783,4.871220102208847,0.24047619047619048,-0.5180017971557087
30,7.780604186533271,7.61160144532049,0.08234681357956819,0.16076812634395587,0.6353516666906488,1.0256533521499496,0.005363218729272395,0.635300362684391,0.7960684886252558,1.5781366588658254,0.04217705942502031,0.05064180993122776,0.3751931946571627,0.4020202250670334,0.5150793650793651,3.616468383281105,0.6011793044144843,-0.7414022167090143,3.4876737422169373,0.17857142857142858,-0.5000223654709136
31,8.456488470813712,7.9250027882086265,0.26913328800488867,0.504572372205203,0.25206146914652655,1.0098966184957585,0.005754020706946599,0.25201095183968875,0.7565833262243383,1.287299891466558,0.02883010200125727,0.050172233934625006,0.26021455653247605,0.40673053680385707,0.5198412698412699,4.185940700834051,0.6014799315660128,-0.6968313574857657,2.913614404733644,0.1896825396825397,-0.6575433890274178
32,5.4748229403350805,4.816638759261853,0.08622447892935393,0.6495617596155687,0.10616085995709237,1.049567372879816,0.006961135381683238,0.10610835797529602,0.7556701187396775,1.4334982267924976,0.017367022120265137,0.05251566212426126,0.19491888427438053,0.43232636001802727,0.5222222222222224,3.541567513071541,0.7126934278863299,-0.7988271375555417,3.0408377345659496,0.2912698412698413,-0.6911802963716671
33,4.310723067658978,4.180036040476045,0.07143723394067304,0.12354329630883562,0.6278974747764843,1.027931232322119,0.0037554497671722525,0.6278460564077776,0.7513893525569222,6.2792224172432505,0.0009622120349232959,0.043341680452897484,0.015347812932496584,0.3489174448818735,0.5027777777777779,-0.22621472440577886,0.019841269822843594,-0.814962789837779,4.532046175573486,0.24682539682539686,-0.49067820844346477
34,6.23812766779919,5.936301134204542,0.07901403837510057,0.29392513920099955,0.47512121501618343,0.9853837288656244,0.00638941087540401,0.475071934760747,0.7689970743615885,3.013289517195767,0.016903371696674524,0.04510711431861766,0.2271512663772284,0.3598610384678993,0.5126984126984127,3.814500574446391,0.5268611583330657,-0.639558173897039,3.417183523950738,0.2261904761904762,-0.5447501267838422
35,3.8804434324035775,3.7446234963834284,0.06467787257987201,0.1293521303935228,0.6551619127731446,1.0404725618413642,0.005025258673279689,0.6551098775129073,0.7844620091286866,2.0825055538597206,0.0305435111903942,0.050182486866878845,0.30886534777081776,0.41121315540591624,0.523015873015873,4.083114877820234,0.4654268142186033,-0.7231858124180821,3.3803728682526035,0.1595238095238095,-0.5984159730537555
36,6.796235790768185,6.100738146337303,0.074403436033911,0.6880573246376337,0.0911834386641148,0.9614552617121677,0.004799529487020511,0.09113534565712726,0.7791926715623688,1.9912068303995387,0.03828654734017232,0.031731672712866685,0.2833718872817879,0.2546320017983939,0.5095238095238096,4.0256555397503995,0.6082641834722123,-0.693571893981729,5.013041361387058,0.3166666666666667,-0.43598152012251057
37,5.089170286099653,4.729318751575979,0.2111947560770991,0.33873207312379333,0.4374136955501882,1.0313554284754243,0.006591268135345733,0.4373621042380573,0.7760941775566017,2.8939406224562476,0.040496490582624986,0.05488944230361183,0.4179199456814674,0.43683877807067695,0.5178571428571429,4.021624779263495,0.4969845997372708,-0.7385765777148336,3.55980913304978,0.17063492063492064,-0.5680923401503704
38,6.112116698034712,6.147689289358016,0.0656263736932463,-0.042135152714075266,0.8244380720872734,0.9693716588853616,0.005385636183415657,0.8243895823186217,0.7822544305610496,1.7939287516110434,0.033763843987970554,0.05478650255102061,0.3406513445983221,0.4366216268536665,0.5158730158730159,1.9635102197899696,0.4131950487811702,-0.7276880755036118,3.201007985615839,0.20714285714285716,-0.5350343561655411
39,6.431294498089198,5.7196179148715895,0.1099557060584728,0.700681023755287,0.07839596093338899,0.9171228967133869,0.004896968745092344,0.07835008504053614,0.7790311097494653,10.0678545991046,0.022721962205858558,0.04863785057411898,0.2680242415089325,0.3621721998975045,0.5095238095238094,0.9756398941770934,0.03572975816951654,-0.820978184810886,3.6918617573098502,0.15,-0.6455306653064071
40,7.579254622556068,6.839729867472842,0.3709528036365235,0.7024294757435249,0.09312796756060128,1.0206968846701854,0.004759261533799029,0.09307691023841227,0.7955063860561397,2.049235522868335,0.03447137324762244,0.05475776901720954,0.3430177250270495,0.4299877258817386,0.5138888888888888,1.9098086937178784,0.250069114922704,-0.7492027480019454,3.5407672960736054,0.16428571428571428,-0.6271546378752328
